country,iso2,year,metric,flow_type,value,source_notes
Sweden,SE,1950,InheritanceVolume,economic,1740584042,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1960,InheritanceVolume,economic,3451667795,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1970,InheritanceVolume,economic,7663987104,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1980,InheritanceVolume,economic,26580174236,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1990,InheritanceVolume,economic,76497512000,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,2000,InheritanceVolume,economic,136360940000,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,2010,InheritanceVolume,economic,251517000001,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,2020,InheritanceVolume,economic,368229000001,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1900,InheritanceVolume (Fiscal),fiscal,253541580," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1910,InheritanceVolume (Fiscal),fiscal,0," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1920,InheritanceVolume (Fiscal),fiscal,0," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1930,InheritanceVolume (Fiscal),fiscal,0," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1940,InheritanceVolume (Fiscal),fiscal,456538421," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1950,InheritanceVolume (Fiscal),fiscal,572584358," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1960,InheritanceVolume (Fiscal),fiscal,1817795406," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1970,InheritanceVolume (Fiscal),fiscal,0," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1980,InheritanceVolume (Fiscal),fiscal,0," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,1990,InheritanceVolume (Fiscal),fiscal,0," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,2000,InheritanceVolume (Fiscal),fiscal,61395960000," | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"" and ""Fig 7"" (with fiscal flows)"
Sweden,SE,2000,PublicSectorCurrentReceipts,NA,1204800000000, | OECD Revenue Statistics 2022
Sweden,SE,2020,PublicSectorCurrentReceipts,NA,2132400000000, | OECD Revenue Statistics 2022
Switzerland,CH,1970,Inheritance&GiftTaxRevenue,NA,222000000, | OECDTaxRevenueStatistics
Switzerland,CH,1980,Inheritance&GiftTaxRevenue,NA,393000000, | OECDTaxRevenueStatistics
Switzerland,CH,1990,Inheritance&GiftTaxRevenue,NA,896171000, | OECDTaxRevenueStatistics
Switzerland,CH,2000,Inheritance&GiftTaxRevenue,NA,1214981000, | OECDTaxRevenueStatistics
Switzerland,CH,2010,Inheritance&GiftTaxRevenue,NA,974116000, | OECDTaxRevenueStatistics
Switzerland,CH,2020,Inheritance&GiftTaxRevenue,NA,1271947000, | OECDTaxRevenueStatistics
Switzerland,CH,1990,InheritanceVolume,economic,21865168898,"Brülhart only disclosed his inheritance data from 1990 onwards | Brühlhartetal:InheritanceflowsinSwitzerland,1911–2011"
Switzerland,CH,2000,InheritanceVolume,economic,35616056131,"Brülhart only disclosed his inheritance data from 1990 onwards | Brühlhartetal:InheritanceflowsinSwitzerland,1911–2011"
Switzerland,CH,2010,InheritanceVolume,economic,58014802460,"Brülhart only disclosed his inheritance data from 1990 onwards | Brühlhartetal:InheritanceflowsinSwitzerland,1911–2011"
Switzerland,CH,2020,InheritanceVolume,economic,94500000000,"Brülhart only disclosed his inheritance data from 1990 onwards | Brühlhartetal:InheritanceflowsinSwitzerland,1911–2011"
Switzerland,CH,2020,PublicSectorCurrentReceipts,NA,194400000000, | OECD Revenue Statistics 2022
UK,UK,1900,Inheritance&GiftTaxRevenue,NA,17200000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1910,Inheritance&GiftTaxRevenue,NA,25500000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1920,Inheritance&GiftTaxRevenue,NA,47700000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1930,Inheritance&GiftTaxRevenue,NA,82600000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1940,Inheritance&GiftTaxRevenue,NA,80800000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1950,Inheritance&GiftTaxRevenue,NA,184000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1960,Inheritance&GiftTaxRevenue,NA,234000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1970,Inheritance&GiftTaxRevenue,NA,374000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1980,Inheritance&GiftTaxRevenue,NA,449000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1990,Inheritance&GiftTaxRevenue,NA,1315000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,2000,Inheritance&GiftTaxRevenue,NA,2203000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,2010,Inheritance&GiftTaxRevenue,NA,2632000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,2020,Inheritance&GiftTaxRevenue,NA,5228000000, | 1900-1940: OBRHistoricalpublicfinancesdatabase
UK,UK,1900,InheritanceVolume (fiscal adjusted),adjusted fiscal,319137255,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
UK,UK,1910,InheritanceVolume (fiscal adjusted),adjusted fiscal,329043478,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
UK,UK,1920,InheritanceVolume (fiscal adjusted),adjusted fiscal,449523288,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
UK,UK,1930,InheritanceVolume (fiscal adjusted),adjusted fiscal,618532283,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
UK,UK,1940,InheritanceVolume (fiscal adjusted),adjusted fiscal,648686598,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
UK,UK,1950,InheritanceVolume (fiscal adjusted),adjusted fiscal,1098200000,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
UK,UK,1960,InheritanceVolume (fiscal adjusted),adjusted fiscal,1645271186,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
UK,UK,1970,InheritanceVolume (fiscal adjusted),adjusted fiscal,2570187755,Unadjusted estate data (fiscal) + Plus correction for exempt assets and undervaluation a Plus gifts inter vivos [2010 data=2008 Atkinson data; 2000= average 1999/2001]. | Atkinson2018:WealthandinheritanceinBritainfrom1896tothepresent
