country,iso2,year,metric,flow_type,value,source_notes
Germany,DE,1920,InheritanceVolumeasperStatistic,fiscal,602742857,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,1930,InheritanceVolumeasperStatistic,fiscal,1242000000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,1940,InheritanceVolumeasperStatistic,fiscal,1151000000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,1950,InheritanceVolumeasperStatistic,fiscal,133000000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,1960,InheritanceVolumeasperStatistic,fiscal,1708000000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,1970,InheritanceVolumeasperStatistic,fiscal,5079000000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,1980,InheritanceVolumeasperStatistic,fiscal,7731000000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,2000,InheritanceVolumeasperStatistic,fiscal,22860409000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,2010,InheritanceVolumeasperStatistic,fiscal,34407801000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,2020,InheritanceVolumeasperStatistic,fiscal,84444920000,"reporting years chosen according to availaility of inheritance estimates. E.g. if estimate only available for 1978, inheritance volume statistic also used from that year | BevölkerungundWirtschaft1872-1972,Herausgegebenanläßlichdes100jährigenBestehensderzentralenamtlichenStatistik,
Bartels,Hildegard(Vorw,):
Verlag:StuttgartundMainz:W,Kohlhammer,1972"
Germany,DE,2020,PublicSectorCurrentReceipts,NA,1291000000000, | OECD Revenue Statistics 2022
Japan,JP,1900,Inheritance&GiftTaxRevenue,NA,0,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,1910,Inheritance&GiftTaxRevenue,NA,3527623,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,1950,Inheritance&GiftTaxRevenue,NA,1886000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,1960,Inheritance&GiftTaxRevenue,NA,16338000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,1970,Inheritance&GiftTaxRevenue,NA,170037000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,1980,Inheritance&GiftTaxRevenue,NA,717005000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,1990,Inheritance&GiftTaxRevenue,NA,4922901000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,2000,Inheritance&GiftTaxRevenue,NA,2557225000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,2010,Inheritance&GiftTaxRevenue,NA,1304599000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,2020,Inheritance&GiftTaxRevenue,NA,2295900000000,"1910: Meiji Taisho Kokusei Soran (TOYO KEIZAI INC. / 1927 / our call no.:R351-To81?) (NDL Digital Collections) (Japanese). https://ndlsearch.ndl.go.jp/en/books/R100000002-I000000776231 | 1950-2000 from: 5-7 Inheritance and Gift Taxes (1948--2002)_The Historical Statistics of Japan (Statistics Bureau, Ministry of Internal Affairs and Communications) (Japanese, English): https://warp.da.ndl.go.jp/info:ndljp/pid/11423429/www.stat.go.jp/data/chouki/zuhyou/05-07.xls"
Japan,JP,1900,InheritanceVolume,economic,230537000, | Own Calculations
Japan,JP,1910,InheritanceVolume,economic,346185000, | Own Calculations
Japan,JP,1920,InheritanceVolume,economic,0, | Own Calculations
Japan,JP,1930,InheritanceVolume,economic,0, | Own Calculations
Japan,JP,1940,InheritanceVolume,economic,0, | Own Calculations
Japan,JP,1950,InheritanceVolume,fiscal,10663000000,
Japan,JP,1950,InheritanceVolume,economic,247808800000, | Own Calculations
Japan,JP,1960,InheritanceVolume,fiscal,109195000000,
Japan,JP,1960,InheritanceVolume,economic,0, | Own Calculations
Japan,JP,1970,InheritanceVolume,fiscal,864364000000,
Japan,JP,1970,InheritanceVolume,economic,3401722402500, | Own Calculations
Japan,JP,1980,InheritanceVolume,fiscal,3575497000000,
Japan,JP,1980,InheritanceVolume,economic,0, | Own Calculations
Japan,JP,1990,InheritanceVolume,fiscal,16674196000000,
Japan,JP,1990,InheritanceVolume,economic,0, | Own Calculations
Japan,JP,2000,InheritanceVolume,fiscal,13538303000000,
Japan,JP,2000,InheritanceVolume,economic,27145677390000, | Own Calculations
Japan,JP,2010,InheritanceVolume,fiscal,11992100000000,
Japan,JP,2010,InheritanceVolume,economic,0, | Own Calculations
Japan,JP,2020,InheritanceVolume,fiscal,16410600000000,
Japan,JP,2020,InheritanceVolume,economic,37840554820000, | Own Calculations
Japan,JP,1900,OutputY,NA,2414000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1910,OutputY,NA,3925000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1920,OutputY,NA,15896000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1930,OutputY,NA,14671000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1940,OutputY,NA,39396000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1950,OutputY,NA,3946000000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1960,OutputY,NA,15499000000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1970,OutputY,NA,78200515000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1980,OutputY,NA,256075900000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,1990,OutputY,NA,461295100000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,2000,OutputY,NA,535417700000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,2010,OutputY,NA,505530600000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,2020,OutputY,NA,539808200000000,"double checked National incom figures with B. R. Mitchell (auth.) - International Historical Statistics Africa and Asia-Macmillan Education UK (1982) --> similar numbers, only deviating a bit for 1970, decided to use the OECD figure for 1970 | before1970:LTSE,Long-termEconomicStatisticsDatabaseJapan:https://d-infra,ier,hit-u,ac,jp/English/ltes/a000,html"
Japan,JP,2020,PublicSectorCurrentReceipts,NA,177308300000000, | OECD Revenue Statistics 2022
SouthKorea,KR,1970,Inheritance&GiftTaxRevenue,NA,2406512487,"1981 value for 1980, and only one value available, likely to include both inheritance and gift tax. In 1988/89 there was a major tax reform which lead to changes in valuation of property (upstepping/appraisal) and thus complicates the statistics. Statistics around this time report on inheritancances and gift taxes collected on inherticanes and gifts prior and after the new tax law. We have added the two values where available. In the formulas here, we always add inheritance volume/tax and then gift volume/tax, so the individual values can be seen from the cells | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=TX_13301_A075&vw_cd=MT_ETITLE&list_id=133_13301_200_20_10&scrId=&seqNo=&language=en&obj_var_id=&itm_id=&conn_path=A6&path=%252Feng%252Fsearch%252FsearchList.do"
SouthKorea,KR,1980,Inheritance&GiftTaxRevenue,NA,9805776000,"1981 value for 1980, and only one value available, likely to include both inheritance and gift tax. In 1988/89 there was a major tax reform which lead to changes in valuation of property (upstepping/appraisal) and thus complicates the statistics. Statistics around this time report on inheritancances and gift taxes collected on inherticanes and gifts prior and after the new tax law. We have added the two values where available. In the formulas here, we always add inheritance volume/tax and then gift volume/tax, so the individual values can be seen from the cells | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=TX_13301_A075&vw_cd=MT_ETITLE&list_id=133_13301_200_20_10&scrId=&seqNo=&language=en&obj_var_id=&itm_id=&conn_path=A6&path=%252Feng%252Fsearch%252FsearchList.do"
SouthKorea,KR,1990,Inheritance&GiftTaxRevenue,NA,410715000000,"1981 value for 1980, and only one value available, likely to include both inheritance and gift tax. In 1988/89 there was a major tax reform which lead to changes in valuation of property (upstepping/appraisal) and thus complicates the statistics. Statistics around this time report on inheritancances and gift taxes collected on inherticanes and gifts prior and after the new tax law. We have added the two values where available. In the formulas here, we always add inheritance volume/tax and then gift volume/tax, so the individual values can be seen from the cells | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=TX_13301_A075&vw_cd=MT_ETITLE&list_id=133_13301_200_20_10&scrId=&seqNo=&language=en&obj_var_id=&itm_id=&conn_path=A6&path=%252Feng%252Fsearch%252FsearchList.do"
SouthKorea,KR,2000,Inheritance&GiftTaxRevenue,NA,988873000000,"1981 value for 1980, and only one value available, likely to include both inheritance and gift tax. In 1988/89 there was a major tax reform which lead to changes in valuation of property (upstepping/appraisal) and thus complicates the statistics. Statistics around this time report on inheritancances and gift taxes collected on inherticanes and gifts prior and after the new tax law. We have added the two values where available. In the formulas here, we always add inheritance volume/tax and then gift volume/tax, so the individual values can be seen from the cells | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=TX_13301_A075&vw_cd=MT_ETITLE&list_id=133_13301_200_20_10&scrId=&seqNo=&language=en&obj_var_id=&itm_id=&conn_path=A6&path=%252Feng%252Fsearch%252FsearchList.do"
SouthKorea,KR,2010,Inheritance&GiftTaxRevenue,NA,3076144000000,"1981 value for 1980, and only one value available, likely to include both inheritance and gift tax. In 1988/89 there was a major tax reform which lead to changes in valuation of property (upstepping/appraisal) and thus complicates the statistics. Statistics around this time report on inheritancances and gift taxes collected on inherticanes and gifts prior and after the new tax law. We have added the two values where available. In the formulas here, we always add inheritance volume/tax and then gift volume/tax, so the individual values can be seen from the cells | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=TX_13301_A075&vw_cd=MT_ETITLE&list_id=133_13301_200_20_10&scrId=&seqNo=&language=en&obj_var_id=&itm_id=&conn_path=A6&path=%252Feng%252Fsearch%252FsearchList.do"
SouthKorea,KR,2020,Inheritance&GiftTaxRevenue,NA,10375300000000,"1981 value for 1980, and only one value available, likely to include both inheritance and gift tax. In 1988/89 there was a major tax reform which lead to changes in valuation of property (upstepping/appraisal) and thus complicates the statistics. Statistics around this time report on inheritancances and gift taxes collected on inherticanes and gifts prior and after the new tax law. We have added the two values where available. In the formulas here, we always add inheritance volume/tax and then gift volume/tax, so the individual values can be seen from the cells | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=TX_13301_A075&vw_cd=MT_ETITLE&list_id=133_13301_200_20_10&scrId=&seqNo=&language=en&obj_var_id=&itm_id=&conn_path=A6&path=%252Feng%252Fsearch%252FsearchList.do"
SouthKorea,KR,1970,InheritanceVolume,economic,177930000000," | 1970-2010: ""Wealth and Inheritance in South Korea, 1970-2013"". Kim Nak-nyun (2015). Naksungdae Institute of Economic research. Working Paper Series 2015-07."
SouthKorea,KR,1970,InheritanceVolume,fiscal,12922000000,"""Technically, there is some overlap between inheritance and gift when it comes to taxation. For example, when calculating inheritance tax, if you receive a gift within 10 years of the date of inheritance, it's included when calculating your estate tax.  And, of course, you deduct the amount of gift tax paid when you do your taxes. In any case, you just need to be aware of this overlap and disclose it when using statistics.
Fortunately, the amount of overlap is not large."" (Yigeun Ryu, who got this information from the tax authorities) | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=DT_133N_612&vw_"
SouthKorea,KR,1980,InheritanceVolume,economic,1987390000000," | 1970-2010: ""Wealth and Inheritance in South Korea, 1970-2013"". Kim Nak-nyun (2015). Naksungdae Institute of Economic research. Working Paper Series 2015-07."
SouthKorea,KR,1980,InheritanceVolume,fiscal,50837319000,"""Technically, there is some overlap between inheritance and gift when it comes to taxation. For example, when calculating inheritance tax, if you receive a gift within 10 years of the date of inheritance, it's included when calculating your estate tax.  And, of course, you deduct the amount of gift tax paid when you do your taxes. In any case, you just need to be aware of this overlap and disclose it when using statistics.
Fortunately, the amount of overlap is not large."" (Yigeun Ryu, who got this information from the tax authorities) | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=DT_133N_612&vw_"
SouthKorea,KR,1990,InheritanceVolume,economic,11218980000000," | 1970-2010: ""Wealth and Inheritance in South Korea, 1970-2013"". Kim Nak-nyun (2015). Naksungdae Institute of Economic research. Working Paper Series 2015-07."
SouthKorea,KR,1990,InheritanceVolume,fiscal,1585321000000,"""Technically, there is some overlap between inheritance and gift when it comes to taxation. For example, when calculating inheritance tax, if you receive a gift within 10 years of the date of inheritance, it's included when calculating your estate tax.  And, of course, you deduct the amount of gift tax paid when you do your taxes. In any case, you just need to be aware of this overlap and disclose it when using statistics.
Fortunately, the amount of overlap is not large."" (Yigeun Ryu, who got this information from the tax authorities) | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=DT_133N_612&vw_"
SouthKorea,KR,2000,InheritanceVolume,economic,24064200000000," | 1970-2010: ""Wealth and Inheritance in South Korea, 1970-2013"". Kim Nak-nyun (2015). Naksungdae Institute of Economic research. Working Paper Series 2015-07."
SouthKorea,KR,2000,InheritanceVolume,fiscal,6578021000000,"""Technically, there is some overlap between inheritance and gift when it comes to taxation. For example, when calculating inheritance tax, if you receive a gift within 10 years of the date of inheritance, it's included when calculating your estate tax.  And, of course, you deduct the amount of gift tax paid when you do your taxes. In any case, you just need to be aware of this overlap and disclose it when using statistics.
Fortunately, the amount of overlap is not large."" (Yigeun Ryu, who got this information from the tax authorities) | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=DT_133N_612&vw_"
SouthKorea,KR,2010,InheritanceVolume,economic,81510720000000," | 1970-2010: ""Wealth and Inheritance in South Korea, 1970-2013"". Kim Nak-nyun (2015). Naksungdae Institute of Economic research. Working Paper Series 2015-07."
SouthKorea,KR,2010,InheritanceVolume,fiscal,37981387000000,"""Technically, there is some overlap between inheritance and gift when it comes to taxation. For example, when calculating inheritance tax, if you receive a gift within 10 years of the date of inheritance, it's included when calculating your estate tax.  And, of course, you deduct the amount of gift tax paid when you do your taxes. In any case, you just need to be aware of this overlap and disclose it when using statistics.
Fortunately, the amount of overlap is not large."" (Yigeun Ryu, who got this information from the tax authorities) | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=DT_133N_612&vw_"
SouthKorea,KR,2020,InheritanceVolume,economic,199828710000000," | 1970-2010: ""Wealth and Inheritance in South Korea, 1970-2013"". Kim Nak-nyun (2015). Naksungdae Institute of Economic research. Working Paper Series 2015-07."
SouthKorea,KR,2020,InheritanceVolume,fiscal,80868456000000,"""Technically, there is some overlap between inheritance and gift when it comes to taxation. For example, when calculating inheritance tax, if you receive a gift within 10 years of the date of inheritance, it's included when calculating your estate tax.  And, of course, you deduct the amount of gift tax paid when you do your taxes. In any case, you just need to be aware of this overlap and disclose it when using statistics.
Fortunately, the amount of overlap is not large."" (Yigeun Ryu, who got this information from the tax authorities) | https://kosis.kr/statHtml/statHtml.do?orgId=133&tblId=DT_133N_612&vw_"
SouthKorea,KR,2020,PublicSectorCurrentReceipts,NA,538450000000000, | OECD Revenue Statistics 2022
Sweden,SE,1900,Inheritance&GiftTaxRevenue,NA,1780000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1910,Inheritance&GiftTaxRevenue,NA,4322000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1920,Inheritance&GiftTaxRevenue,NA,16930000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1930,Inheritance&GiftTaxRevenue,NA,18102000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1940,Inheritance&GiftTaxRevenue,NA,28115000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1950,Inheritance&GiftTaxRevenue,NA,81940000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1960,Inheritance&GiftTaxRevenue,NA,127460000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1970,Inheritance&GiftTaxRevenue,NA,235100000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1980,Inheritance&GiftTaxRevenue,NA,518258000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1990,Inheritance&GiftTaxRevenue,NA,1532832000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,2000,Inheritance&GiftTaxRevenue,NA,2548000000," | ""InheritancetaxationinSweden,1885–2004:theroleofideology,familyfirms,andtaxavoidance"""
Sweden,SE,1900,InheritanceVolume,economic,222908260,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1910,InheritanceVolume,economic,341195805,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1920,InheritanceVolume,economic,716854718,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1930,InheritanceVolume,economic,590842495,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
Sweden,SE,1940,InheritanceVolume,economic,743157397,"2016 used for 2020 | Ohlsson,H,,Roine,J,,Waldenström,D,(2018),""Inheritedwealthoverthepathofdevelopment:Sweden1810-2016"",JournaloftheEuropeanEconomicAssociation[UsedtheunderlyingExceldata:tab""Yearlydata_Sweden"",columnF&CtocalculateInheritanceFlow(Bt)"
