"country","scenario","p2","cv1_emp","cv2_emp","cor_nwx_wt","rho_mech_emp","robustness_margin","non_binding","predicted_paradox","observed_paradox"
"FR_2009","capped_3pct",0.0615443064444571,3.90229064404838,8.56235425708751,0.11321647771015,0.398746028046523,0.285529550336374,FALSE,TRUE,TRUE
"FR_2009","gradient",0.0607630435245548,3.86667726338484,12.5105157556651,0.0649338316800271,0.214413989855783,0.149480158175756,FALSE,TRUE,TRUE
"FR_2009","zero_cap",0.067622075116962,4.04981264054283,15.6591001967843,-0.156723776425205,0.127785850262231,0.284509626687436,FALSE,TRUE,TRUE
"GR_2009","baseline_3pct",0.335262717756569,2.69584089847789,4.39595297903413,-0.702931685815251,0.356693610143502,1.05962529595875,FALSE,TRUE,TRUE
"GR_2009","capped_3pct",0.199352153241836,1.502594695438,2.42070812538114,-0.0432006290667145,0.497439401145708,0.540640030212423,FALSE,TRUE,TRUE
"GR_2009","gradient",0.153373176891821,1.33571780047497,3.37674161867372,0.0712689727493936,0.202407070236184,0.13113809748679,FALSE,TRUE,TRUE
"GR_2009","zero_cap",0.192644506929477,1.69321450600658,3.98178232167316,-0.38950629856553,0.195412980920027,0.584919279485557,FALSE,TRUE,TRUE
"IT_2014","baseline_3pct",0.250391434251667,2.58197285391921,7.17594688872359,-0.628811012065589,-0.0442729353757381,0.584538076689851,FALSE,TRUE,TRUE
"IT_2014","capped_3pct",0.157883205148438,1.58878662699062,5.08994533427877,0.0767588156308468,0.0410851160242134,-0.0356736996066334,FALSE,FALSE,FALSE
"IT_2014","gradient",0.124413350453122,1.57985829786595,7.2567594946924,-0.0511200624531245,-0.0931583311562747,-0.0420382687031502,FALSE,FALSE,FALSE
"IT_2014","zero_cap",0.139834860135001,1.66229666585494,5.98268176893463,-0.059937308679559,0.00789236684085917,0.0678296755204182,FALSE,TRUE,TRUE
"LU_2010","baseline_3pct",0.185452229966767,3.32389859022602,5.4019653607226,-0.263715187804817,0.50035094334892,0.764066131153737,FALSE,TRUE,TRUE
"LU_2010","capped_3pct",0.128791527792971,2.93398512066928,3.08287611822767,0.10448174619345,0.944383047266553,0.839901301073103,FALSE,TRUE,TRUE
"LU_2010","gradient",0.141711460474506,2.95125672944003,5.85053696304437,-0.0468805479551087,0.38243065145152,0.429311199406628,FALSE,TRUE,TRUE
"LU_2010","zero_cap",0.111232900616971,2.94413421947589,4.86826273337451,-0.0834336878920324,0.539130801340575,0.622564489232608,FALSE,TRUE,TRUE
"SI_2014","baseline_3pct",0.190345059774676,3.7641316325784,4.16570879053032,-0.14827019029841,0.879727178778671,1.02799736907708,FALSE,TRUE,TRUE
"SI_2014","capped_3pct",0.123422248744483,3.41874723391792,3.98329956582228,0.00484272921983565,0.836666929871464,0.831824200651628,FALSE,TRUE,TRUE
"SI_2014","gradient",0.106561288789993,3.34023714242636,4.89331547180501,0.0206188815845623,0.635956550994067,0.615337669409505,FALSE,TRUE,TRUE
"SI_2014","zero_cap",0.129813384495541,3.46805854300982,4.12190758104208,-0.0496819860951265,0.815477591160357,0.865159577255483,FALSE,TRUE,TRUE
"SK_2010","baseline_3pct",0.14726696022517,1.43448891110776,4.92380029909531,-0.505704241147378,0.020103447380724,0.525807688528102,FALSE,TRUE,TRUE
"SK_2010","capped_3pct",0.09700927767157,1.15109366079519,3.13178709254319,-0.0792410344230723,0.241150746819823,0.320391781242895,FALSE,TRUE,TRUE
"SK_2010","gradient",0.0840892384341432,1.13162643329393,3.97145431335938,-0.0906722724425707,0.13691710696142,0.22758937940399,FALSE,TRUE,TRUE
"SK_2010","zero_cap",0.102840196751989,1.23397837548492,4.59446964385323,-0.310472691703362,0.0705742038187982,0.38104689552216,FALSE,TRUE,TRUE
"US_2013","baseline_3pct",0.219827480351912,10.4719943038407,13.8371387695463,-0.177412211577343,0.677268346636814,0.854680558214157,FALSE,TRUE,TRUE
"US_2013","capped_3pct",0.143091029527003,9.19280750654561,10.7345360534699,0.113997086648386,0.830382758949316,0.71638567230093,FALSE,TRUE,TRUE
"US_2013","gradient",0.166013357282196,9.52615936201478,17.3284490053766,-0.0894569216169347,0.423407885281984,0.512864806898919,FALSE,TRUE,TRUE
"US_2013","zero_cap",0.132987465763029,9.28059542597018,13.9423770706408,-0.0336879969740768,0.601472294556613,0.63516029153069,FALSE,TRUE,TRUE
