"country","stat_name","estimate","se","ci_lo","ci_hi"
"AT_2011","baseline_3pct_p1",0.374860962545551,0.0570661141268106,0.263011378857003,0.4867105462341
"AT_2011","baseline_3pct_p2",0.625139037454449,0.0570661141268105,0.5132894537659,0.736988621142997
"AT_2011","baseline_3pct_cv2nwx",87.4374179392328,31.7307599075844,25.2451285203673,149.629707358098
"AT_2011","baseline_3pct_cv2wt",15.2429851253179,3.80138586965496,7.7922688207942,22.6937014298416
"AT_2011","baseline_3pct_cc",-4.49389929260661,1.72965903401272,-7.88403099927155,-1.10376758594167
"AT_2011","baseline_3pct_dcv2_total",-78.3886820770873,30.6045891543474,-138.373676819608,-18.4036873345664
"AT_2011","baseline_3pct_dcv2_mech",-75.4026417644399,28.9742835889244,-132.192237598732,-18.613045930148
"AT_2011","baseline_3pct_dcv2_dist",-2.98604031264734,1.65427624697987,-6.22842175672788,0.256341131433193
"AT_2011","baseline_3pct_mech_share",0.963541757788846,0.00690552219001654,0.950006934296414,0.977076581281279
"AT_2011","baseline_3pct_identity_resid",-7.105427357601e-16,2.51842047283152e-15,-5.64664686250988e-15,4.22556139098968e-15
"AT_2011","capped_3pct_p1",0.690307526566031,0.034315564319718,0.623049020499384,0.757566032632679
"AT_2011","capped_3pct_p2",0.309692473433968,0.0343155643197179,0.242433967367321,0.376950979500616
"AT_2011","capped_3pct_cv2nwx",15.632070206089,5.87728234155077,4.11259681664953,27.1515435955285
"AT_2011","capped_3pct_cv2wt",9.89848211910743,0.738548106282285,8.45092783079415,11.3460364074207
"AT_2011","capped_3pct_cc",0.229556390837795,0.266475525061505,-0.292735638282755,0.751848419958346
"AT_2011","capped_3pct_dcv2_total",-6.58333434394351,1.76166905629462,-10.036205694281,-3.13046299360606
"AT_2011","capped_3pct_dcv2_mech",-7.99128209584529,2.14593788700879,-12.1973203543825,-3.78524383730806
"AT_2011","capped_3pct_dcv2_dist",1.40794775190178,0.404502683697225,0.615122491855223,2.20077301194835
"AT_2011","capped_3pct_mech_share",1.21422083011344,0.0209538214809671,1.17315134001074,1.25529032021614
"AT_2011","capped_3pct_identity_resid",-1.77635683940025e-16,1.44311911836254e-15,-3.0061491559306e-15,2.65087778805055e-15
"AT_2011","gradient_p1",0.725997636914195,0.0318830890725413,0.663506782332014,0.788488491496376
"AT_2011","gradient_p2",0.274002363085805,0.0318830890725413,0.211511508503624,0.336493217667986
"AT_2011","gradient_cv2nwx",14.4219956238971,5.37606494551644,3.88490833068487,24.9590829171093
"AT_2011","gradient_cv2wt",25.7109639680065,11.6907285277719,2.79713605357353,48.6247918824395
"AT_2011","gradient_cc",-0.287883540370655,0.970906867953966,-2.19086100156043,1.61509392081912
"AT_2011","gradient_dcv2_total",-5.37325976175156,2.23988310951354,-9.7634306563981,-0.983088867105027
"AT_2011","gradient_dcv2_mech",-6.82130491671559,2.62951782103182,-11.975159845938,-1.66744998749322
"AT_2011","gradient_dcv2_dist",1.44804515496403,1.36925576023783,-1.23569613510212,4.13178644503018
"AT_2011","gradient_mech_share",1.28866421917036,0.208388957641065,0.880221862193869,1.69710657614684
"AT_2011","gradient_identity_resid",-1.77635683940025e-16,2.21866898129917e-15,-4.52622688728641e-15,4.17095551940636e-15
"EE_2013","baseline_3pct_p1",0.805004712434808,0.00266039347927373,0.799790341215432,0.810219083654185
"EE_2013","baseline_3pct_p2",0.194995287565192,0.00266039347927374,0.189780916345815,0.200209658784568
"EE_2013","baseline_3pct_cv2nwx",26.363208610216,1.0174006215417,24.3691033919943,28.3573138284378
"EE_2013","baseline_3pct_cv2wt",116.882910201151,0,116.882910201151,116.882910201151
"EE_2013","baseline_3pct_cc",-3.89756861881347,0.126601761227454,-4.14570807081928,-3.64942916680766
"EE_2013","baseline_3pct_dcv2_total",-12.6317901708402,0.579542131092099,-13.7676927477807,-11.4958875938997
"EE_2013","baseline_3pct_dcv2_mech",-9.28146229060721,0.458064057871035,-10.1792678440344,-8.38365673717998
"EE_2013","baseline_3pct_dcv2_dist",-3.35032788023296,0.135894042421856,-3.6166802033798,-3.08397555708613
"EE_2013","baseline_3pct_mech_share",0.734699039106644,0.00479808986864629,0.725294782964097,0.744103295249191
"EE_2013","baseline_3pct_identity_resid",-1.06581410364015e-15,5.77247647345016e-15,-1.23798679916025e-14,1.02482397843222e-14
"EE_2013","capped_3pct_p1",0.900291158974473,0.0015622123481769,0.897229222772047,0.9033530951769
"EE_2013","capped_3pct_p2",0.0997088410255268,0.00156221234817689,0.0966469048231001,0.102770777227953
"EE_2013","capped_3pct_cv2nwx",16.5987729579244,0.622586209501529,15.3785039873015,17.8190419285474
"EE_2013","capped_3pct_cv2wt",24.2600923786634,1.43421582954724,21.4490293527508,27.071155404576
"EE_2013","capped_3pct_cc",0.0184924436441933,0.00993622194600025,-0.000982551369967156,0.0379674386583538
"EE_2013","capped_3pct_dcv2_total",-2.86735451854859,0.158822859847351,-3.1786473238494,-2.55606171324778
"EE_2013","capped_3pct_dcv2_mech",-3.14566511119542,0.148879007236074,-3.43746796537813,-2.85386225701272
