"country","stat_name","estimate","se","ci_lo","ci_hi"
"AT_2011","baseline_3pct_atkinson05_bach1_nw",0.513974246581153,0.048847850140455,0.418232460305861,0.609716032856445
"AT_2011","baseline_3pct_atkinson05_bach1_nwx",0.636416115687209,0.0504808517161183,0.537473646323617,0.735358585050801
"AT_2011","baseline_3pct_atkinson05_bach1_ratio",0.806981688524024,0.012071448571877,0.783321649323145,0.830641727724903
"AT_2011","baseline_3pct_atkinson05_bach1_ok",1,0,1,1
"AT_2011","baseline_3pct_atkinson05_bach1_keptmin",1,0,1,1
"AT_2011","baseline_3pct_atkinson05_bach1_naltmax",0.223306041350521,0.0103560370712081,0.203008208690953,0.243603874010089
"AT_2011","baseline_3pct_atkinson1_bach1_nw",0.883957761502402,0.0213335803424977,0.842143944031106,0.925771578973698
"AT_2011","baseline_3pct_atkinson1_bach1_nwx",0.978372469912163,0.00567654862409386,0.967246434608939,0.989498505215387
"AT_2011","baseline_3pct_atkinson1_bach1_ratio",0.90343492323143,0.0165505891480385,0.870995768501274,0.935874077961585
"AT_2011","baseline_3pct_atkinson1_bach1_ok",1,0,1,1
"AT_2011","baseline_3pct_atkinson1_bach1_keptmin",1,0,1,1
"AT_2011","baseline_3pct_atkinson1_bach1_naltmax",0.223306041350521,0.0103560370712081,0.203008208690953,0.243603874010089
"AT_2011","baseline_3pct_atkinson2_bach1_nw",0.999934940433055,1.4144943911075e-05,0.99990721634299,0.999962664523121
"AT_2011","baseline_3pct_atkinson2_bach1_nwx",0.999975112633528,5.43690508553156e-06,0.999964456299561,0.999985768967496
"AT_2011","baseline_3pct_atkinson2_bach1_ratio",0.999959826770526,9.10754881680664e-06,0.999941975974845,0.999977677566207
"AT_2011","baseline_3pct_atkinson2_bach1_ok",1,0,1,1
"AT_2011","baseline_3pct_atkinson2_bach1_keptmin",1,0,1,1
"AT_2011","baseline_3pct_atkinson2_bach1_naltmax",0.223306041350521,0.0103560370712081,0.203008208690953,0.243603874010089
"AT_2011","baseline_3pct_mu_ratio_nw",0.98616600012479,0.00849813664381654,0.96950965230291,1.00282234794667
"AT_2011","baseline_3pct_mu_ratio_nwx",0.368677581093411,0.0630335606792371,0.245131802162106,0.492223360024716
"EE_2013","baseline_3pct_gini_nw",0.690164572112359,0.00409472454700771,0.682138912000223,0.698190232224494
"EE_2013","baseline_3pct_gini_nwx",0.917556479719808,0.00238805809484388,0.912875885853914,0.922237073585702
"EE_2013","baseline_3pct_gini_ratio",0.752185252715747,0.0059642495914597,0.740495323516486,0.763875181915008
"EE_2013","baseline_3pct_gini_ok",1,0,1,1
"EE_2013","baseline_3pct_gini_keptmin",1,0,1,1
"EE_2013","baseline_3pct_gini_naltmax",0,0,0,0
"EE_2013","baseline_3pct_gini_rsv_nw",0.68766481463859,0.00409399570840137,0.679640583050124,0.695689046227057
"EE_2013","baseline_3pct_gini_rsv_nwx",0.739219676990774,0.00251610417248649,0.7342881128127,0.744151241168847
"EE_2013","baseline_3pct_gini_rsv_ratio",0.930252683144174,0.00255158551035427,0.92525157554388,0.935253790744468
"EE_2013","baseline_3pct_gini_rsv_ok",1,0,1,1
"EE_2013","baseline_3pct_gini_rsv_keptmin",1,0,1,1
"EE_2013","baseline_3pct_gini_rsv_naltmax",0,0,0,0
"EE_2013","baseline_3pct_cv_nw",3.70523327171446,0.0632239063493923,3.58131441526965,3.82915212815926
"EE_2013","baseline_3pct_cv_nwx",5.13386493205965,0.099795813420395,4.93826513775568,5.32946472636363
"EE_2013","baseline_3pct_cv_ratio",0.721752658630013,0.00395566020807528,0.713999564622185,0.72950575263784
"EE_2013","baseline_3pct_cv_ok",1,0,1,1
"EE_2013","baseline_3pct_cv_keptmin",1,0,1,1
"EE_2013","baseline_3pct_cv_naltmax",0,0,0,0
"EE_2013","baseline_3pct_top10_nw",0.556753980403238,0.00564497753677265,0.545689824431164,0.567818136375313
"EE_2013","baseline_3pct_top10_nwx",0.648948866717337,0.0034074390498276,0.642270286179675,0.655627447254999
"EE_2013","baseline_3pct_top10_ratio",0.857918277760287,0.00446220802420251,0.84917235003285,0.866664205487723
"EE_2013","baseline_3pct_top10_ok",1,0,1,1
"EE_2013","baseline_3pct_top10_keptmin",1,0,1,1
"EE_2013","baseline_3pct_top10_naltmax",0,0,0,0
"EE_2013","baseline_3pct_top1_nw",0.214155751220417,0.00560257423146443,0.203174705726746,0.225136796714087
"EE_2013","baseline_3pct_top1_nwx",0.261532682878212,0.00603418905844425,0.249705672323661,0.273359693432763
"EE_2013","baseline_3pct_top1_ratio",0.818811742411805,0.00332028999995294,0.812303974011897,0.825319510811713
"EE_2013","baseline_3pct_top1_ok",1,0,1,1
"EE_2013","baseline_3pct_top1_keptmin",1,0,1,1
"EE_2013","baseline_3pct_top1_naltmax",0,0,0,0
"EE_2013","baseline_3pct_sgini4_nw",0.888486188204255,0.0021435430778872,0.884284843771596,0.892687532636914
"EE_2013","baseline_3pct_sgini4_nwx",1.36652202714891,0.0106063339241161,1.34573361265764,1.38731044164017
"EE_2013","baseline_3pct_sgini4_ratio",0.650214470597547,0.00656528321461593,0.637346515496899,0.663082425698194
"EE_2013","baseline_3pct_sgini4_ok",1,0,1,1
"EE_2013","baseline_3pct_sgini4_keptmin",1,0,1,1
"EE_2013","baseline_3pct_sgini4_naltmax",0,0,0,0
"EE_2013","baseline_3pct_gini_abs_nw",66889.4323094692,1283.30482157866,64374.154859175,69404.7097597634
"EE_2013","baseline_3pct_gini_abs_nwx",71584.9280015682,1126.39619735869,69377.1914547451,73792.6645483912
"EE_2013","baseline_3pct_gini_abs_ratio",0.934379524751094,0.00515713759058493,0.924271535073547,0.94448751442864
"EE_2013","baseline_3pct_gini_abs_ok",1,0,1,1
